pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_eqt,disc_year,discoverymethod,sy_dist
"Kepler-93 b","Kepler-93",4.72673978000,1.47800000,4.66000000,1133.00,2014,"Transit",95.91150000
"WASP-185 b","WASP-185",9.38755000000,14.01125000,311.47340000,1160.00,2019,"Transit",279.35000000
"Kepler-365 c","Kepler-365",17.78412900000,1.64000000,3.33000000,729.00,2014,"Transit",1038.99000000
"Kepler-220 c","Kepler-220",9.03419900000,1.57000000,3.09000000,586.00,2014,"Transit",171.10900000
"Kepler-487 d","Kepler-487",2.41839003600,2.77513568,8.12000000,1226.00,2021,"Transit",872.34300000
"LP 791-18 b","LP 791-18",0.94799810000,1.21200000,1.94000000,564.30,2019,"Transit",26.49270000
"K2-266 c","K2-266",7.81400000000,0.70500000,0.29013072,664.50,2018,"Transit",77.55860000
"K2-389 b","K2-389",8.58289000000,2.33000000,6.04000000,932.00,2022,"Transit",259.20800000
"HD 191939 f","HD 191939",2898.00000000000,13.20000000,915.34581216,125.00,2022,"Radial Velocity",53.60890000
"K2-413 b","K2-413",0.80940000000,0.75990000,0.36300000,,2022,"Transit",285.16200000
"TOI-5716 b","TOI-5716",6.76630000000,0.96000000,0.84000000,400.00,2025,"Transit",39.41220000
"HD 104985 b","HD 104985",199.68000000000,12.80000000,1766.80811451,,2003,"Radial Velocity",100.57600000
"K2-332 b","K2-332",17.70632000000,2.20000000,5.48000000,266.00,2021,"Transit",123.20200000
"Kepler-409 b","Kepler-409",68.95832160000,1.19900000,6.00000000,438.00,2014,"Transit",68.17300000
"Kepler-522 b","Kepler-522",38.58422849000,6.91000000,38.20000000,761.00,2016,"Transit",639.23900000
"K2-199 c","K2-199",7.37448970000,2.85000000,12.40000000,694.00,2018,"Transit",107.51800000
"TOI-3688 A b","TOI-3688 A",3.24607500000,13.08088048,311.47183886,1534.00,2023,"Transit",396.37800000
"NGTS-30 b","NGTS-30",98.29838000000,10.40193409,305.11527072,500.00,2024,"Transit",238.37700000
"K2-389 c","K2-389",20.85133700000,2.04000000,4.82000000,,2022,"Transit",259.20800000
"HD 94890 b","HD 94890",824.61000000000,13.30000000,676.97450691,,2025,"Radial Velocity",61.70120000
"Kepler-670 b","Kepler-670",2.81650485200,13.18000000,,1219.00,2016,"Transit",939.74400000
"Kepler-196 b","Kepler-196",20.73988600000,1.90000000,4.27000000,536.00,2014,"Transit",451.31200000
"Kepler-221 c","Kepler-221",5.69058600000,2.93000000,9.30000000,860.00,2014,"Transit",385.23100000
"Kepler-163 c","Kepler-163",21.34726200000,2.26000000,5.73000000,648.00,2014,"Transit",689.81400000
"Kepler-97 c","Kepler-97",789.00000000000,,344.00000000,,2014,"Radial Velocity",400.90700000
"Kepler-407 c","Kepler-407",3000.00000000000,12.30000000,4000.00000000,,2014,"Radial Velocity",338.36800000
"Kepler-427 b","Kepler-427",10.29099400000,13.79000000,92.17000000,1100.00,2014,"Transit",1017.80000000
"TOI-4961 b","TOI-4961",7.47918200000,12.34108775,572.09113260,919.00,2025,"Transit",213.07300000
"LHS 1678 c","LHS 1678",3.69428400000,0.94100000,1.40000000,510.90,2021,"Transit",19.87820000
"HD 24040 b","HD 24040",3668.00000000000,12.90000000,1589.14203500,,2006,"Radial Velocity",46.62240000
"TOI-5489 c","TOI-5489",4.92126000000,1.28000000,2.18000000,536.00,2025,"Transit",45.09070000
"Kepler-763 b","Kepler-763",1.19655156000,1.22000000,1.98000000,1414.00,2016,"Transit",962.45900000
"TOI-1759 b","TOI-1759",18.85019000000,3.14000000,10.80000000,443.00,2022,"Transit",40.06540000
"TOI-5110 b","TOI-5110",30.15857700000,11.98240037,921.70238030,976.00,2024,"Transit",392.25900000
"WASP-148 c","WASP-148",34.52400000000,13.90000000,124.58873554,590.00,2020,"Radial Velocity",246.35300000
"Kepler-207 d","Kepler-207",5.86807500000,3.31000000,11.00000000,1254.00,2014,"Transit",875.51900000
"Kepler-245 b","Kepler-245",7.49019000000,2.57000000,146.78000000,753.00,2014,"Transit",861.52700000
"Kepler-208 b","Kepler-208",4.22864000000,1.63000000,3.29000000,1379.00,2014,"Transit",775.32800000
"Kepler-246 b","Kepler-246",4.60182000000,2.34000000,6.08000000,896.00,2014,"Transit",626.07800000
"Kepler-179 c","Kepler-179",6.40013000000,2.00000000,4.66000000,810.00,2014,"Transit",605.68000000
"Kepler-226 c","Kepler-226",5.34955500000,2.27000000,45.20000000,919.00,2014,"Transit",980.13800000
"Kepler-113 b","Kepler-113",4.75400000000,1.82000000,11.70000000,775.00,2014,"Transit",262.35100000
"Kepler-48 d","Kepler-48",42.89610000000,2.04000000,7.93000000,448.00,2014,"Transit",306.73800000
"Kepler-199 b","Kepler-199",23.63760400000,3.11000000,9.85000000,595.00,2014,"Transit",521.05400000
"Kepler-237 c","Kepler-237",8.10363600000,2.08000000,4.98000000,687.00,2014,"Transit",657.82200000
"TOI-2525 c","TOI-2525",49.25190000000,10.13291855,208.81326340,399.96,2023,"Transit",395.39800000
"TOI-5489 b","TOI-5489",3.15222000000,1.40000000,2.54000000,624.00,2025,"Transit",45.09070000
"HD 23079 b","HD 23079",735.74000000000,13.20000000,845.42356262,,2001,"Radial Velocity",33.45910000
"55 Cnc f","55 Cnc",260.58000000000,7.59000000,44.81200000,,2007,"Radial Velocity",12.58550000
"Kepler-247 c","Kepler-247",9.43945200000,4.09000000,15.70000000,686.00,2014,"Transit",663.71100000
"Kepler-161 b","Kepler-161",4.92135500000,2.12000000,2.63000000,868.00,2014,"Transit",434.63200000
"Kepler-153 b","Kepler-153",18.87022700000,2.92000000,8.85000000,621.00,2014,"Transit",459.36800000
"Kepler-106 b","Kepler-106",6.16486000000,0.82000000,5.30000000,1021.00,2014,"Transit",444.32200000
"Kepler-100 d","Kepler-100",35.33310000000,1.61000000,3.00000000,670.00,2014,"Transit",304.64500000
"Kepler-274 b","Kepler-274",11.63478800000,1.54000000,2.99000000,961.00,2014,"Transit",1333.62000000
"Kepler-312 b","Kepler-312",1.77241900000,1.29000000,2.21000000,1685.00,2014,"Transit",797.72000000
"Kepler-211 c","Kepler-211",6.04045000000,1.29000000,18.30000000,841.00,2014,"Transit",309.35300000
"Kepler-212 c","Kepler-212",31.80517400000,2.74000000,7.95000000,664.00,2014,"Transit",687.19400000
"Kepler-228 d","Kepler-228",11.09428600000,4.04000000,15.40000000,835.00,2014,"Transit",1644.61000000
"Kepler-864 b","Kepler-864",5.83376092000,2.40000000,6.35000000,1143.00,2016,"Transit",2022.90000000
"K2-394 b","K2-394",5.09571700000,1.69200000,3.51000000,643.00,2022,"Transit",98.01520000
"Kepler-230 b","Kepler-230",32.62555500000,4.26000000,16.80000000,506.00,2014,"Transit",740.75400000
"TOI-444 b","TOI-444",17.96360000000,2.77000000,8.10000000,609.00,2023,"Transit",57.39730000
"TOI-2202 b","TOI-2202",11.91260750000,10.95117414,287.31687993,652.07,2021,"Transit",235.93300000
"Wendelstein-2 b","Wendelstein-2",1.75222390000,12.99347280,232.33373000,2470.00,2020,"Transit",565.54100000
"Kepler-166 b","Kepler-166",7.65025400000,2.27000000,5.77000000,772.00,2014,"Transit",603.53000000
"Kepler-181 c","Kepler-181",4.30214900000,1.99000000,4.62000000,937.00,2014,"Transit",609.28300000
"Kepler-106 d","Kepler-106",23.98020000000,0.95000000,8.10000000,649.00,2014,"Transit",444.32200000
"Kepler-131 c","Kepler-131",25.51690000000,0.84000000,8.25000000,615.00,2014,"Transit",228.67800000
"Kepler-320 b","Kepler-320",8.37155400000,1.14000000,1.55000000,1292.00,2014,"Transit",826.61300000
"Kepler-169 e","Kepler-169",13.76710200000,2.20000000,5.48000000,595.00,2014,"Transit",406.52900000
"Kepler-249 c","Kepler-249",7.11370200000,1.51000000,2.89000000,429.00,2014,"Transit",190.40100000
"Kepler-174 b","Kepler-174",13.98179000000,1.96000000,4.50000000,553.00,2014,"Transit",384.75700000
"Kepler-231 c","Kepler-231",19.27156600000,1.93000000,24.10000000,393.00,2014,"Transit",316.61800000
"Kepler-197 c","Kepler-197",10.34969500000,1.23000000,5.30000000,930.00,2014,"Transit",330.57500000
"Kepler-151 b","Kepler-151",15.22895800000,3.06000000,9.59000000,639.00,2014,"Transit",649.91900000
"Kepler-241 b","Kepler-241",12.71809200000,2.33000000,6.04000000,562.00,2014,"Transit",512.00000000
"Kepler-232 b","Kepler-232",4.43122200000,3.08000000,9.69000000,1104.00,2014,"Transit",1349.13000000
"Kepler-233 b","Kepler-233",8.47238200000,2.43000000,6.48000000,751.00,2014,"Transit",856.41700000
"Kepler-143 b","Kepler-143",16.00758300000,2.41000000,6.39000000,838.00,2014,"Transit",809.46700000
"Kepler-332 d","Kepler-332",34.21154000000,1.18000000,1.76000000,427.00,2014,"Transit",344.19000000
"HIP 9618 b","HIP 9618",20.77285800000,3.82838127,8.30000000,640.88,2023,"Transit",67.54780000
"TOI-1453 b","TOI-1453",4.31352250000,1.17300000,2.32000000,944.20,2025,"Transit",78.74150000
"TOI-1450 A b","TOI-1450 A",2.04392740000,1.13000000,1.25800000,722.00,2024,"Transit",22.44670000
"GJ 3512 c","GJ 3512",2354.00000000000,14.30000000,143.97626837,,2020,"Radial Velocity",9.48637000
"TOI-1450 A c","TOI-1450 A",5.06880000000,1.13000000,1.52700000,533.00,2024,"Transit",22.44670000
"Kepler-453 b","Kepler-453",240.50300000000,6.20400000,16.00000000,,2015,"Transit",442.84600000
"TOI-1420 b","TOI-1420",6.95610630000,11.89000000,25.10000000,957.00,2023,"Transit",201.91800000
"KOI-4978 b","KOI-4978",0.94196700000,0.70000000,0.27100000,,2024,"Transit",936.34100000
"Kepler-311 d","Kepler-311",232.04032600000,2.05000000,4.86000000,327.00,2023,"Transit",778.65400000
"K2-369 b","K2-369",5.76161200000,1.31300000,2.28000000,,2022,"Transit",185.55000000
"HD 93083 b","HD 93083",144.72000000000,14.30000000,143.34061156,,2005,"Radial Velocity",28.51590000
"LHS 1678 d","LHS 1678",4.96522290000,0.98100000,0.90700000,462.95,2024,"Transit",19.87820000
"Kepler-1515 b","Kepler-1515",214.31141640000,9.55000000,66.20000000,380.00,2016,"Transit",539.32100000
"TOI-5616 b","TOI-5616",2.00284900000,10.78000000,624.00000000,939.00,2024,"Transit",390.41500000
"TOI-2194 b","TOI-2194",15.33759700000,1.98920000,4.61000000,590.88,2023,"Transit",19.57110000
"K2-388 b","K2-388",6.33932000000,3.90000000,14.50000000,874.00,2022,"Transit",290.49500000
"K2-397 b","K2-397",3.57232600000,2.41700000,6.42000000,,2022,"Transit",199.35400000
"KIC 3558849 b","KIC 3558849",1322.30000000000,6.90000000,38.10000000,,2015,"Transit",1215.70000000
"HD 215152 c","HD 215152",7.28243000000,,468.79690033,,2018,"Radial Velocity",21.59740000
"Kepler-440 b","Kepler-440",101.11141000000,1.86000000,4.12000000,229.00,2015,"Transit",301.03000000
"HD 23472 e","HD 23472",7.90754000000,0.81800000,0.72000000,723.00,2022,"Transit",39.03410000
"HD 73344 c","HD 73344",65.94000000000,13.50000000,118.54999581,,2025,"Radial Velocity",35.26000000
"TOI-1301.01","TOI-1301",6.09640720900,2.47700000,6.70000000,737.36,2024,"Transit",90.86930000
"TOI-1221 b","TOI-1221",91.68278000000,2.91000000,1112.39942450,440.00,2023,"Transit",138.41100000
"Kepler-490 b","Kepler-490",3.26869515400,11.65000000,,1597.00,2016,"Transit",1523.00000000
"TOI-697 b","TOI-697",8.60788713593,2.35859364,6.16000000,839.80,2026,"Transit",93.77140000
"EPIC 220674823 c","EPIC 220674823",13.34060300000,2.71200000,7.90000000,838.00,2016,"Transit",244.59000000
"Kepler-949 b","Kepler-949",8.68930729600,2.91000000,8.80000000,782.00,2016,"Transit",486.10500000
"TOI-544 b","TOI-544",1.54835200000,2.01800000,2.89000000,999.00,2022,"Transit",41.11660000
"Kepler-109 c","Kepler-109",21.22265000000,2.65000000,8.20000000,859.00,2014,"Transit",474.86100000
"TOI-2266 b","TOI-2266",2.32631800000,1.54000000,2.99000000,550.00,2024,"Transit",51.60040000
"TOI-1744.01","TOI-1744",22.34170292700,2.68000000,7.65000000,598.00,2024,"Transit",114.39000000
"HATS-66 b","HATS-66",3.14143910000,15.81589900,1694.03390000,1998.00,2018,"Transit",1477.98000000
"K2-13 b","K2-13",39.91488000000,1.89000000,4.23000000,511.00,2015,"Transit",342.39400000
"KIC 8540376 b","KOI-7892",31.80990000000,4.10000000,15.80000000,,2015,"Transit",1072.30000000
"KIC 8540376 c","KOI-7892",75.20000000000,2.40000000,6.35000000,,2015,"Transit",1072.30000000
"Kepler-436 b","Kepler-436",64.00205000000,2.73000000,7.90000000,322.00,2015,"Transit",588.86700000
"Kepler-186 f","Kepler-186",129.94410000000,1.17000000,1.71000000,177.00,2014,"Transit",177.59400000
"Kepler-441 b","Kepler-441",207.24820000000,1.64000000,3.33000000,189.00,2015,"Transit",268.00300000
"TOI-1224 c","TOI-1224",17.94546600000,2.88400000,8.67000000,303.12,2024,"Transit",37.33120000
"K2-155 c","K2-155",13.85000000000,2.60000000,7.27000000,583.00,2018,"Transit",72.79980000
"TOI-808 b","TOI-808",9.73944854026,2.20344362,5.49000000,710.98,2026,"Transit",98.18480000
"TOI-2088 b","TOI-2088",124.72997000000,3.68311790,37.00000000,300.33,2024,"Transit",126.46000000
"WASP-1 b","WASP-1",2.51994540000,16.62300000,271.41500000,1812.00,2007,"Transit",393.07200000
"HD 224018 d","HD 224018",138.07310000000,2.40000000,4.20000000,411.00,2025,"Transit",105.48000000
"TOI-1782.01","TOI-1782",4.98764102800,2.36800000,6.20000000,697.84,2024,"Transit",95.26490000
"K2-141 c","K2-141",7.74850000000,7.00000000,8.00000000,695.00,2018,"Transit",61.87360000
"TOI-4487 A b","TOI-4487 A",3.95407090000,14.60530185,397.28550875,1639.00,2025,"Transit",479.14500000
"GJ 3512 b","GJ 3512",203.10900000000,14.30000000,146.51889563,,2019,"Radial Velocity",9.48637000
"HD 95338 b","HD 95338",55.08269400000,4.27174254,42.90000000,443.00,2020,"Radial Velocity",36.99410000
"HD 215497 b","HD 215497",3.93404000000,,1588.82420659,,2009,"Radial Velocity",40.54680000
"Kepler-435 b","Kepler-435",8.60015360000,22.31000000,266.97000000,1729.00,2015,"Transit",1418.77000000
"Qatar-5 b","Qatar-5",2.87923190000,12.40836300,1373.02560000,1415.00,2017,"Transit",367.65800000
"COCONUTS-2 b","COCONUTS-2 A",402000000.00000000000,12.44196858,2542.62725600,434.00,2021,"Imaging",10.88640000
"K2-333 b","K2-333",14.75928700000,6.18000000,31.60000000,826.00,2021,"Transit",343.99000000
"TOI-2145 b","TOI-2145",10.26112800000,12.24020692,1805.26535176,1484.00,2023,"Transit",224.73100000
"Kepler-68 c","Kepler-68",9.60502700000,0.97900000,1.30000000,1052.00,2013,"Transit",144.16600000
"HD 28471 b","HD 28471",3.16490000000,1.75000000,3.72000000,1377.00,2025,"Radial Velocity",43.64550000
"TOI-500 e","TOI-500",61.30000000000,3.99000000,15.05000000,,2022,"Radial Velocity",47.39240000
"HATS-56 b","HATS-56",4.32479900000,18.92079200,191.33366000,1902.00,2019,"Transit",564.40900000
"HAT-P-12 b","HAT-P-12",3.21305980000,10.74900000,67.05900000,963.00,2009,"Transit",142.75100000
"TOI-2046 b","TOI-2046",1.49718420000,16.14093221,731.00533610,1828.82,2022,"Transit",289.66800000
"HD 215497 c","HD 215497",566.00000000000,13.00000000,111.23994245,,2009,"Radial Velocity",40.54680000
"HAT-P-33 b","HAT-P-33",3.47447000000,20.73665000,292.40360000,1782.00,2011,"Transit",396.11000000
"HD 149026 b","HD 149026",2.87589000000,8.29466000,120.77540000,1626.00,2005,"Radial Velocity",75.86430000
"TOI-6383 A b","TOI-6383 A",1.79058695000,11.29000000,331.00000000,745.00,2024,"Transit",171.31900000
"HD 100508 b","HD 100508",5681.00000000000,13.70000000,381.39408840,,2026,"Radial Velocity",32.75480000
"HATS-16 b","HATS-16",2.68650200000,14.57170000,1039.30410000,1592.00,2016,"Transit",757.04400000
"TOI-1799 b","TOI-1799",7.09457086500,1.64200000,4.00000000,922.72,2024,"Transit",62.12740000
"DMPP-4 b","DMPP-4",3.49820000000,3.53000000,12.20000000,,2023,"Radial Velocity",25.32840000
"HD 191939 b","HD 191939",8.88032560000,3.41000000,10.00000000,880.00,2020,"Transit",53.60890000
"TOI-333 b","TOI-333",3.78525030000,4.26000000,20.10000000,1445.00,2025,"Transit",352.26900000
"Kepler-19 b","Kepler-19",9.28699000000,2.20900000,6.10000000,851.00,2011,"Transit",218.56200000
"Kepler-1999 b","Kepler-1999",8.73967580000,3.29000000,10.80000000,577.00,2023,"Transit",701.25500000
"TOI-3353.01","TOI-3353",4.66579650000,2.66675550,7.59000000,1264.36,2024,"Transit",78.75770000
"K2-14 b","K2-14",8.36802000000,4.81000000,20.70000000,488.00,2015,"Transit",364.04800000
"K2-15 b","K2-15",11.81040000000,2.48000000,6.71000000,676.00,2015,"Transit",493.99200000
"K2-17 b","K2-17",17.96753000000,2.23000000,5.60000000,487.00,2015,"Transit",125.10600000
"KIC 10525077 b","KIC 10525077",854.08300000000,5.50000000,25.90000000,,2015,"Transit",1461.15000000
"KIC 5437945 b","KIC 5437945",440.78130000000,6.40000000,33.60000000,308.00,2015,"Transit",1274.01000000
"Kepler-442 b","Kepler-442",112.30530000000,1.34000000,2.36000000,241.00,2015,"Transit",365.96500000
"HD 67087 b","HD 67087",352.20000000000,13.10000000,973.00000000,,2015,"Radial Velocity",76.52170000
"TOI-1411 b","TOI-1411",1.45205270000,1.19880592,2.00000000,976.40,2022,"Transit",32.47780000
"K2-285 c","K2-285",7.13804800000,3.53000000,15.68000000,741.40,2018,"Transit",154.96100000
"Kepler-785 b","Kepler-785",1.97376092600,13.02000000,,753.00,2016,"Transit",642.05100000
"TOI-1036 b","TOI-1036",3.77952125496,6.28499593,32.50000000,1294.00,2026,"Transit",184.01500000
"WASP-62 b","WASP-62",4.41195000000,14.79588000,165.27160000,1475.30,2012,"Transit",175.63100000
"TOI-938 b","TOI-938",8.80733882211,4.82401567,20.80000000,1073.00,2026,"Transit",215.03400000
"K2-372 b","K2-372",9.84407700000,2.94500000,8.98000000,,2022,"Transit",463.88000000
"HD 33142 d","HD 33142",89.90000000000,9.32000000,63.56568140,,2022,"Radial Velocity",121.37500000
"nu Oph c","nu Oph",3180.60000000000,12.00000000,7838.32346000,,2012,"Radial Velocity",46.21070000
"HD 32963 b","HD 32963",2372.00000000000,13.40000000,657.90480249,,2015,"Radial Velocity",38.07860000
"Kepler-437 b","Kepler-437",66.65062000000,2.14000000,5.22000000,308.00,2015,"Transit",304.00000000
"HIP 78530 b","HIP 78530",,12.00000000,7300.00000000,2700.00,2010,"Imaging",136.75900000
"1RXS J160929.1-210524 b","1RXS J160929.1-210524",,18.64700000,3000.00000000,1700.00,2008,"Imaging",139.13500000
"OGLE-2012-BLG-0563L b","OGLE-2012-BLG-0563L",,13.60000000,120.00000000,,2015,"Microlensing",1300.00000000
"Kepler-296 c","Kepler-296",5.84163660000,2.00000000,4.66000000,606.00,2014,"Transit",167.00000000
"OGLE-2016-BLG-1266L b","OGLE-2016-BLG-1266L",,12.40000000,3813.94088400,,2018,"Microlensing",3080.00000000
"TOI-5218 b","TOI-5218",4.29145200000,9.86000000,657.00000000,783.00,2024,"Transit",377.48300000
"TOI-1516 b","TOI-1516",2.05601400000,15.24421375,1004.33776612,1839.00,2022,"Transit",247.05400000
"TYC 8998-760-1 c","TYC 8998-760-1",,12.32990000,1906.98000000,1240.00,2020,"Imaging",94.61770000
"TOI-332 b","TOI-332",0.77703800000,3.20000000,57.20000000,1871.00,2023,"Transit",222.85200000
"Kepler-731 b","Kepler-731",3.85560355100,13.88000000,,1212.00,2016,"Transit",1257.16000000
"K2-265 b","K2-265",2.36902000000,1.70824866,7.34183620,1366.00,2018,"Transit",138.67100000
"KMT-2022-BLG-1818L b","KMT-2022-BLG-1818L",,13.00000000,1271.31362800,,2026,"Microlensing",5300.00000000
"WASP-2 b","WASP-2",2.15217500000,12.11692900,295.89973000,1311.00,2007,"Transit",153.24200000
"HD 106315 c","HD 106315",21.05704000000,4.35000000,15.20000000,886.00,2017,"Transit",109.35300000
"WASP-28 b","WASP-28",3.40883495000,13.66374747,282.54945382,1456.00,2014,"Transit",348.49400000
"TOI-2141 c","TOI-2141",5.46240000000,2.35000000,6.14000000,1095.00,2025,"Radial Velocity",77.68200000
"Kepler-856 b","Kepler-856",8.02768059500,9.30000000,63.30000000,824.00,2016,"Transit",1351.17000000
"HD 113538 b","HD 113538",663.20000000000,13.20000000,114.41000000,,2010,"Radial Velocity",16.28170000
"Kepler-79 e","Kepler-79",81.06590000000,3.49000000,4.10000000,511.00,2014,"Transit",1020.72000000
"Kepler-79 c","Kepler-79",27.40290000000,3.72000000,5.90000000,734.00,2012,"Transit",1020.72000000
"Kepler-296 d","Kepler-296",19.85029100000,2.09000000,5.02000000,403.00,2014,"Transit",167.00000000
"BD+15 2375 b","BD+15 2375",153.22000000000,13.80000000,337.21763000,,2016,"Radial Velocity",768.04500000
"HD 5583 b","HD 5583",139.35000000000,12.80000000,1837.05740000,,2016,"Radial Velocity",219.21600000
"HD 113538 c","HD 113538",1818.00000000000,13.80000000,295.57000000,,2010,"Radial Velocity",16.28170000
"HD 30669 b","HD 30669",1684.00000000000,14.30000000,149.37000000,,2014,"Radial Velocity",58.08440000
"Kepler-79 b","Kepler-79",13.48450000000,3.47000000,10.90000000,929.00,2012,"Transit",1020.72000000
"Kepler-296 e","Kepler-296",34.14211000000,1.53000000,2.96000000,337.00,2014,"Transit",167.00000000
"Kepler-296 f","Kepler-296",63.33627000000,1.80000000,3.89000000,274.00,2014,"Transit",167.00000000
"WASP-180 A b","WASP-180 A",3.40926400000,13.89916000,286.04700000,1540.00,2019,"Transit",253.98500000
"GJ 1137 c","HD 93083",9.64120000000,2.11000000,5.12000000,,2026,"Radial Velocity",28.51590000
"Kepler-1869 b","Kepler-1869",8.16736030600,1.11955354,1.46000000,865.00,2021,"Transit",113.02500000
"TOI-421 b","TOI-421",5.19757600000,2.64000000,6.70000000,922.00,2020,"Transit",74.79690000
"HD 12484 b","HD 12484",58.83000000000,13.20000000,947.13340000,,2016,"Radial Velocity",48.33670000
"HIP 65407 b","HIP 65407",28.12500000000,14.30000000,136.03124000,,2016,"Radial Velocity",61.78040000
"HD 108341 b","HD 108341",1129.00000000000,13.30000000,715.11391575,,2014,"Radial Velocity",48.91020000
"HD 103720 b","HD 103720",4.55570000000,14.10000000,197.04600000,,2014,"Radial Velocity",45.53520000
"TOI-521 b","TOI-521",1.54285047000,1.98000000,5.30000000,794.00,2025,"Transit",60.94250000
"TOI-4641 b","TOI-4641",22.09341000000,8.18255591,1229.99593509,950.11,2023,"Transit",86.35010000
"TOI-5542 b","TOI-5542",75.12375000000,11.30986153,419.53349724,441.00,2022,"Transit",348.84900000
"K2-339 b","K2-339",19.50742800000,1.92000000,4.35000000,508.00,2021,"Transit",360.36000000
"Kepler-1980 b","Kepler-1980",33.02571790000,2.21000000,5.52000000,564.00,2023,"Transit",1709.40000000
"TOI-1789 b","TOI-1789",3.20866400000,16.14093221,222.47988490,1927.00,2021,"Transit",229.06700000
"CoRoT-28 b","CoRoT-28",5.20851000000,10.70459500,153.82972000,,2015,"Transit",766.18300000
"WASP-98 b","WASP-98",2.96264036000,12.82309600,293.03926000,1171.00,2014,"Transit",281.74200000
"HIP 66074 b","HIP 66074",310.90000000000,12.90000000,1589.14203500,,2023,"Astrometry",35.44380000
"TOI-3135 b","TOI-3135",3.70655850000,13.65253849,327.36325921,1292.00,2025,"Transit",221.67300000
"Kepler-1814 c","Kepler-1814",0.62628176600,1.76000000,3.75000000,1711.00,2023,"Transit",726.34600000
"HD 94771 b","HD 94771",2164.00000000000,14.20000000,169.00000000,,2023,"Radial Velocity",57.78070000
"TOI-4087 b","TOI-4087",3.17748350000,13.04725353,232.01473711,1458.00,2023,"Transit",301.67600000
"TOI-286 c","TOI-286",39.36182600000,1.88000000,3.72000000,475.00,2024,"Transit",59.22930000
"Kepler-1894 b","Kepler-1894",2.76266002700,1.20117759,1.87000000,1231.00,2021,"Transit",935.19100000
"TOI-2019 b","TOI-2019",15.34440000000,5.33275337,34.40000000,917.46,2024,"Transit",198.00700000
"NGTS-10 b","NGTS-10",0.76689440000,13.50684500,687.14846000,1332.00,2020,"Transit",324.69865036
"TOI-1105 b","TOI-1105",10.86818410933,3.05823658,9.58000000,594.00,2026,"Transit",79.52250000
"TOI-2076 e","TOI-2076",3.02237530000,1.30100000,4.70000000,1110.00,2025,"Transit",41.90910000
"TOI-1117 b","TOI-1117",2.22816000000,2.46000000,8.90000000,1538.00,2025,"Transit",167.59800000
"SPECULOOS-3 b","SPECULOOS-3",0.71912603000,0.97700000,0.89400000,553.00,2024,"Transit",
"TOI-4600 b","TOI-4600",82.68690000000,6.80000000,959.84178914,347.00,2023,"Transit",216.05600000
"K2-140 b","K2-140",6.56918800000,13.56286665,295.58041851,962.00,2017,"Transit",347.91700000
"Kepler-434 b","Kepler-434",12.87470990000,12.67000000,908.96000000,1000.00,2015,"Transit",1222.54000000
"Kepler-433 b","Kepler-433",5.33408384000,16.25000000,896.24000000,1776.00,2015,"Transit",1878.31000000
"HATS-43 b","HATS-43",4.38884970000,13.22662000,82.95363000,1003.00,2018,"Transit",362.27300000
"2M0437 b","2MASS J04372171+2651014",,13.00000000,1271.31362800,1450.00,2021,"Imaging",128.48400000
"Kepler-1518 b","Kepler-1518",5.11177904000,3.05000000,9.53000000,1351.00,2016,"Transit",903.51000000
"TOI-4773 b","TOI-4773",1.74528510000,15.22179579,1687.66884117,2255.00,2025,"Transit",492.88800000
"Kepler-685 b","Kepler-685",1.62552220000,10.58000000,78.80000000,1579.00,2016,"Transit",938.71500000
"TOI-1806.01","TOI-1806",15.14546930000,3.40953670,11.50000000,337.47,2024,"Transit",55.52110000
"K2-378 b","K2-378",2.06043800000,2.88000000,8.65000000,,2022,"Transit",687.97300000
"TOI-762 A b","TOI-762 A",3.47168260000,8.33948164,79.77493016,555.40,2024,"Transit",98.44580000
"HD 207897 b","HD 207897",16.20166000000,2.34302132,14.80000000,581.75,2021,"Transit",28.29380000
"TOI-1736 b","TOI-1736",7.07307600000,3.18175535,12.30000000,1099.79,2023,"Transit",88.94820000
"NGTS-21 b","NGTS-21",1.54338970000,14.90794433,750.07504052,1357.00,2022,"Transit",592.89100000
"HD 75302 b","HD 75302",4356.00000000000,12.80000000,1716.27339780,,2023,"Radial Velocity",30.32880000
"TOI-4495 b","TOI-4495",2.56699000000,2.48300000,7.70000000,1735.00,2026,"Transit",132.21400000
"kap CrB b","kap CrB",1253.68000000000,13.40000000,635.66000000,,2007,"Radial Velocity",30.06510000
"TOI-244 b","TOI-244",7.39722500000,1.52000000,2.68000000,458.00,2023,"Transit",22.03370000
"TOI-2295 b","TOI-2295",30.03330200000,16.47720163,278.09985612,747.00,2024,"Transit",126.27900000
"HIP 109384 b","HIP 109384",499.48000000000,13.50000000,495.81480000,,2016,"Radial Velocity",58.95820000
"HD 220842 b","HD 220842",218.47000000000,13.10000000,1010.69940000,,2016,"Radial Velocity",64.64980000
"Kepler-445 d","Kepler-445",8.15275000000,1.25000000,2.10000000,305.00,2015,"Transit",127.20100000
"Kepler-445 c","Kepler-445",4.87122900000,2.51000000,6.85000000,341.00,2015,"Transit",127.20100000
"Kepler-432 b","Kepler-432",52.50112900000,12.83430500,1719.46030000,812.00,2015,"Transit",848.02300000
"TOI-500 b","TOI-500",0.54817700000,1.16600000,1.42000000,1617.00,2022,"Transit",47.39240000
"TIC 231949697 b","TIC 231949697",0.90720448719,1.52831855,2.95000000,982.91,2026,"Transit",50.24080000
